,Simulation_Potential,Z,Density,PMF,Bootstrap_Density_Mean,Bootstrap_Density_upper,Bootstrap_Density_lower,Bootstrap_PMF_Mean,Bootstrap_PMF_upper,Bootstrap_PMF_lower
29,-0.2,-16.0,0.05496404417920947,0.39425524665159806,0.05495179060732695,0.055841397344583654,0.054087283888505144,0.39447018709765835,0.40634468805133406,0.381756912305026
30,-0.2,-14.0,0.03400988641707223,0.6901115341729331,0.03399960970586871,0.03468576972529009,0.03334582491368311,0.6903883629440486,0.7045942088452699,0.6760766177345143
31,-0.2,-12.0,0.010039339223384855,1.4421220458823594,0.010049253250738563,0.01042141242125913,0.009673780788250513,1.441678872252664,1.4664076408152118,1.4172631845386952
32,-0.2,-10.0,0.004675594771591652,1.913094680061089,0.0046788006454943736,0.0049377236343678185,0.004419562818528965,1.9129771456975035,1.947581369451409,1.8791180656027846
33,-0.2,-8.0,0.0019918110188056016,2.4390176762647373,0.0019892793389666816,0.0021447456745025254,0.0018204234519753433,2.4404417969607324,2.4936345764867456,2.393229570105782
34,-0.2,-6.0,0.0013954146292975904,2.6583408445409242,0.001392857379688916,0.0015255457219787282,0.0012576063234530609,2.660320162542448,2.723596559200334,2.6028455193959266
35,-0.2,-4.0,0.00121190804791051,2.745240840752377,0.0012116367538663878,0.0013459023535846218,0.0010855881117968038,2.746366534858588,2.814718454288693,2.6825603869646732
36,-0.2,-2.0,0.000745495486885014,3.0447176098692896,0.0007461524779721564,0.0008560803730044542,0.0006421280735918496,3.0458429316836346,3.1389832014097427,2.960935342148718
37,-0.2,0.0,0.0004014206467842383,3.4262508818889774,0.0003986061304915808,0.00047794773068453544,0.00032489221967286976,3.4336698564892525,3.559333768402483,3.319162841632591
38,-0.2,2.0,0.00047023561480439343,3.328732466896943,0.0004700417498985542,0.0005544327231352626,0.00038997497106121046,3.3315426309138565,3.4450290855789225,3.2272172307283475
39,-0.2,4.0,0.002741129559469513,2.2422071750562864,0.002741622175402342,0.0029430971338702426,0.0025314686579356203,2.2426017601180894,2.291775668148615,2.1993137846613973
40,-0.2,6.0,0.012356109813396745,1.3141473955401042,0.012355097139432147,0.012762139038569072,0.011956788636336833,1.3143451285058692,1.3356870399051135,1.2938659597331645
41,-0.2,8.0,0.0009251790144931968,2.9116281471714673,0.0009266688492055087,0.0010438276678230924,0.0008180134982438907,2.911930897158325,2.988535268544015,2.8356931162446166
42,-0.2,10.0,0.00020644490406046542,3.836096625874551,0.0002061498959213093,0.0002563328124225508,0.00015672251187153204,3.84199826533545,4.005869361754745,3.6989236788182427
43,-0.2,12.0,0.00021791406539715795,3.8027733023109747,0.00021756577278991216,0.00027514405905974706,0.00016434830507018562,3.80927247013302,3.977936391893873,3.6612877080931328
44,-0.2,14.0,0.00016439131249259284,3.976487003864275,0.00016443735162667957,0.00021408622361160097,0.00011845143851876295,3.9834239608749447,4.179744375702924,3.8144854310330665
45,-0.2,16.0,0.0005161122601511635,3.2713579206262553,0.0005164374442555245,0.0006040681312422153,0.0004357030531651125,3.2732008677992117,3.3752121080289963,3.1767640349315243
46,-0.2,18.0,0.0010169323051867371,2.853348728135394,0.001015032148793251,0.0011319800817977809,0.0008985149366581941,2.855767417723109,2.927051711692411,2.7853330179502813
47,-0.2,20.0,0.001468052651096643,2.627064987450055,0.0014694630949052376,0.0016136101540264042,0.0013377132615635713,2.6272744428180146,2.68811274227846,2.569113114265967
48,-0.2,22.0,0.0024085238807054297,2.321933346450675,0.002407408892039859,0.0025953829518235542,0.002236613010945026,2.3227499902375506,2.3696490576564906,2.274929850497289
49,-0.2,24.0,0.004148013350103796,1.9868861034956968,0.004147546815896727,0.004396160418535951,0.0039029521969410124,1.987294741702302,2.0245982473797093,1.9526133987598548
50,-0.2,26.0,0.005459320796265641,1.8175830387188137,0.005459479141950517,0.005730887144870147,0.005191418759885963,1.817828228339551,1.8491802543640812,1.7856971824708283
51,-0.2,28.0,0.008188981194398462,1.5676821806057866,0.008188112160343217,0.008519844976823385,0.007864947082901513,1.5679363992528232,1.5938498746630196,1.5412116259447175
52,-0.2,30.0,0.008215742570850745,1.5656713098118396,0.008222769490166494,0.008566333436977611,0.007890440810990999,1.565342865785808,1.5918447892164032,1.5380926044395682
53,-0.2,32.0,0.007600230912448246,1.6136671951313637,0.007599803893555693,0.007945173975357898,0.007268660220799361,1.61391486328339,1.6436214490686383,1.5855365671574122
54,-0.2,34.0,0.007309678825252035,1.6376913558440382,0.007305242015128809,0.007641036314202154,0.006971676893738207,1.6382893527812497,1.6679995522844282,1.608955748930187
55,-0.2,36.0,0.005952494733743419,1.7642789876098186,0.005951716927141057,0.006258728971794182,0.005670478260465394,1.764620117709067,1.7951945365941568,1.7325611662975628
56,-0.2,38.0,0.005245229784647381,1.8422395806730856,0.0052423808838722675,0.005495176914019661,0.004981317198868785,1.8428437563762399,1.8740588933828557,1.8119362289237584
57,-0.2,40.0,0.006132178261351602,1.7459495295188752,0.006134290318080662,0.006456572490686913,0.005837489408046314,1.7460080674009464,1.778047762784182,1.7144594027242244
58,-0.2,42.0,0.00717969499676952,1.648749840345842,0.007182773665301141,0.0074914440830383365,0.006851058747878586,1.6487093506541328,1.6772689887396743,1.621935937870771
59,-0.2,44.0,0.006927373447362284,1.6707998175084142,0.006930346533807818,0.007249335779022136,0.006619579762545935,1.6707682346123858,1.7014345681660807,1.641477278171075
60,-0.2,46.0,0.005455497742486743,1.8180147944994227,0.0054505628466999445,0.005743644189496686,0.005175961092588978,1.818840969968278,1.8502292161448428,1.786400125382681
61,-0.2,48.0,0.004721471416938422,1.907076750867412,0.004714187307740506,0.004951305610948862,0.004463667585506426,1.9083139350621146,1.9433389463122852,1.8766897733301784
62,-0.2,50.0,0.004255058855912926,1.9711825444142261,0.0042561058977873415,0.004507663939772727,0.004018906458691754,1.9713645453956175,2.007538464742912,1.9336390487227204
63,-0.2,52.0,0.00378864629488743,2.0427385015145356,0.003790385290510748,0.0040103998985782235,0.00356402219367906,2.0428023486076077,2.0812713159540257,2.0064892772418306
64,-0.2,54.0,0.0040294986829579734,2.0047520312767775,0.004025132146705237,0.004279012514770101,0.0037731009257482833,2.005778330696159,2.0451128531460845,1.9677333467463884
65,-0.2,56.0,0.003876576531802073,2.0285976108092907,0.0038761244064254904,0.00411714128784445,0.0036351807518341956,2.0290323889257356,2.068556779930905,1.9921907908696148
66,-0.2,58.0,0.0038842226393598677,2.027383164403317,0.0038846797152944346,0.004132363712901133,0.003647669520242892,2.0276617870583435,2.0658053844615214,1.9894553137004458
67,-0.2,60.0,0.004010383414063486,2.007682761247989,0.004009866394218002,0.004251809600207791,0.0037500308275197946,2.0081479154623803,2.0506620351489544,1.970016009793939
68,-0.2,62.0,0.003800115456224123,2.0408755337940017,0.003796577750661008,0.004025760795110137,0.003564669880109209,2.041793758155574,2.081051930509994,2.0039028324486794
69,-0.2,64.0,0.003949214553601125,2.017155859962883,0.003948643197956918,0.00418440064581843,0.0037217432422320335,2.017585738483916,2.053228404673007,1.9797178826738546
70,-0.2,66.0,0.004098313650978128,1.9943153149787831,0.0041016625796903945,0.004343904563828735,0.0038517701071445866,1.9941725041142428,2.033772201566286,1.9574757404268783
71,-0.2,68.0,0.0039874450913901,2.0112181324233234,0.003989359936261128,0.004235119094673913,0.003752140347501145,2.0112573404816954,2.047842074394355,1.975423822161767
72,-0.2,70.0,0.004040967844294666,2.0030002593207463,0.004041302691134192,0.004291477321241271,0.003814306628929282,2.0032899334551755,2.0390667243609424,1.9655512213232562
73,-0.2,72.0,0.004021852575400178,2.005922651479814,0.0040262031841919775,0.004254461119715265,0.003790993288293649,2.005598321556729,2.0430286107913087,1.9715698346201043
74,-0.2,74.0,0.004075375328304744,1.9977746207016753,0.004081669150398945,0.004331430512204113,0.00384493886097875,1.9971671116636507,2.0354515035556378,1.9603171386084373
75,0.2,-74.0,0.004393209451709108,1.97564280539362,0.004392379970509244,0.004642936745508709,0.004158724577936069,1.976179401819122,2.010083700675729,1.9412651669921994
76,0.2,-72.0,0.004286151257933777,1.9908482266635765,0.004289662119596137,0.004549172696233729,0.004053673033032057,1.9907645512563177,2.024692975736042,1.952497739095582
77,0.2,-70.0,0.004484973617802248,1.9629016518881905,0.0044809874339233535,0.004744577976970835,0.004227851319366831,1.9638808305614803,2.001295880718159,1.9284705034505247
78,0.2,-68.0,0.004454385562437868,1.9671195048018832,0.004460316119664454,0.004701979127675651,0.004214997785005935,1.966705586438085,2.002024133235132,1.9327113759352643
79,0.2,-66.0,0.004534679207769366,1.9561086135828707,0.00453458461782662,0.004782813533266621,0.004289172742515067,1.95651224927693,1.9915432634745756,1.9226305003849167
80,0.2,-64.0,0.004614972853100864,1.945290986629546,0.004612711497117619,0.004870831217388107,0.004361911756715839,1.946011404060391,1.981230007328243,1.9096405034316382
81,0.2,-62.0,0.004244092681807754,1.9969259494842393,0.004252924545416516,0.004510436122910155,0.0039806869825066695,1.9961131457722923,2.0370082427584766,1.9596949420443328
82,0.2,-60.0,0.004748795595320028,1.9276731294300449,0.004749312482979042,0.005016135662846632,0.004481962857028972,1.9280130641548507,1.9637871592061338,1.8937687031058419
83,0.2,-58.0,0.0044658560831995105,1.9655344254414286,0.004468676224158415,0.004723122113607805,0.004216777540255145,1.9655721893252376,2.003677337402986,1.9309157543969881
84,0.2,-56.0,0.0046570314292268865,1.939699488594278,0.004662241965915875,0.004915883613095551,0.004407041731981122,1.9394154295268948,1.9751815503273757,1.9055954558338764
85,0.2,-54.0,0.004813795212969336,1.9192942455051676,0.004811966790185651,0.005057024799096706,0.004559778623611024,1.919920066001497,1.9549048438140735,1.8875065697482665
86,0.2,-52.0,0.004890265351380286,1.9095803903481423,0.0048952163435079235,0.005143612633127686,0.00463410741251534,1.909347337708995,1.9424768079375336,1.8759928726202177
87,0.2,-50.0,0.005245851494991206,1.8663194723132066,0.00523627316436618,0.005520191107922436,0.0049830259784583416,1.8678322306328132,1.898811346286354,1.8351256532025175
88,0.2,-48.0,0.005536438020952818,1.83309072886976,0.005537286986747684,0.005807137656902415,0.005263281601956243,1.8333652438890742,1.8657089613576883,1.802613103284897
89,0.2,-46.0,0.006094670031352757,1.7738839137194966,0.006093650652165138,0.006390006337235017,0.005790445425594718,1.774343251031203,1.806164778615679,1.7449537300396392
90,0.2,-44.0,0.006786724783971859,1.7075951085635022,0.006780516343546088,0.0071005922816033285,0.006456069219115748,1.7084998065560992,1.738536266063478,1.6780747143929498
91,0.2,-42.0,0.00834671560755525,1.5800763647702905,0.008356822215194085,0.008696505147146488,0.008001947586037037,1.579638907981377,1.6079905050793801,1.5528874698262478
92,0.2,-40.0,0.010384644796207081,1.4454325362614528,0.010383018967745877,0.01078192844406652,0.009977863427202456,1.4458040727229342,1.4701972511240418,1.4219040058008496
93,0.2,-38.0,0.015072264280798348,1.2158318511023474,0.015066559647232268,0.015515294258294662,0.014618671594825371,1.2163005836982266,1.2364880201732733,1.1964296942390773
94,0.2,-36.0,0.0207884071270169,1.017657143228504,0.02078225209097727,0.02133261463385797,0.020240792760105063,1.0180588289787869,1.0364745267900914,1.0001563990291351
95,0.2,-34.0,0.025013382274221917,0.9036262956200929,0.02499403820842871,0.025578310435642106,0.02441128751775449,0.9043102884409602,0.9212401441585725,0.8886594949828455
96,0.2,-32.0,0.031540108587596545,0.7607304561767152,0.03154061502404348,0.03220320472773475,0.030860298975124403,0.7609190379386653,0.7768710541723872,0.7460713893058849
97,0.2,-30.0,0.05330733348627361,0.43727120435761613,0.053311130869616405,0.054071856520724215,0.05247032101541821,0.4374096363115294,0.44949846505212604,0.4256527171824648
98,0.2,-28.0,0.06883841859753766,0.27968261926284854,0.06880142508089085,0.06980626336298602,0.06785062484279224,0.280193118534789,0.2919704432115905,0.2689305917668946
99,0.2,-26.0,0.07157222604572915,0.25567953598327553,0.07157615255567422,0.07251567628683639,0.07057808761431247,0.25582347693910046,0.2672029664646627,0.24522946278137148
100,0.2,-24.0,0.10349468532538043,0.028368417933289702,0.103515482579088,0.10466300900992942,0.10238152907325238,0.028417670505774123,0.038771435539281765,0.018092013804806666
101,0.2,-22.0,0.10836965664907854,0.0,0.10839997765478833,0.10959783071574654,0.10724250480725085,0.0,0.0,0.0
102,0.2,-20.0,0.07535367439015064,0.22394735032928503,0.07536645380068345,0.07638944467765632,0.07439762894338925,0.2240201441056005,0.23487916458164484,0.21320746710500976
103,0.2,-18.0,0.049277357192016515,0.4857205319027642,0.04925743968008915,0.05008356353294507,0.048449085901730596,0.4861555643564942,0.4988940964007589,0.47257655017256306
104,0.2,-16.0,0.03927123958094364,0.6256106490319071,0.039247243438806964,0.039941701706378514,0.038518062064350156,0.626176716308936,0.6397378929523941,0.612685237475458
105,0.2,-14.0,0.028691595931788636,0.8190697743302979,0.02870432016984135,0.02933208954132992,0.02807405585108132,0.8189999665428753,0.8353835346377738,0.8034779892758861
106,0.2,-12.0,0.010484055976141316,1.439560518542235,0.010477165897913794,0.01087658867599236,0.010087015506169174,1.4402391700592623,1.465432077230136,1.4160499834952223
107,0.2,-10.0,0.0005544085034793913,3.251395412410254,0.0005539772782356908,0.0006462730561194538,0.000466191319821925,3.2541525742880544,3.3596099708907357,3.157531485161611
108,0.2,-8.0,0.00028676301904106445,3.657709161906773,0.0002866238418022892,0.0003478839956567679,0.00022537777960372106,3.6621265889953345,3.809228399885823,3.539449501832268
109,0.2,-6.0,0.0001758813183451862,3.9590007197570385,0.00017674037290375496,0.0002331453806335716,0.00013000610742153713,3.9624487054303956,4.142740505486448,3.78574366179475
110,0.2,-4.0,9.941117993423568e-05,4.31064540353337,0.00010033562622512291,0.0001414010397832704,6.499436173995275e-05,4.31676887449705,4.575922635881529,4.098742969286246
111,0.2,-2.0,0.0002370574290739466,3.77503013267272,0.00023610798022549186,0.00029809858967262925,0.00017595887335480814,3.782981200469985,3.955569498560404,3.636342010720163
112,0.2,0.0,0.0005276439550355586,3.2818915229813745,0.000527946590048141,0.0006192607299165143,0.0004436195415822603,3.2839777798202734,3.388422698695318,3.18438884757186
113,0.2,2.0,0.0003479391297698249,3.5385283099074014,0.00034743646759587615,0.0004208413535752359,0.0002752765788880693,3.543312376475654,3.682356715662111,3.4206129774747858
114,0.2,4.0,0.00019499885294792384,3.8954050399728173,0.00019559035006212462,0.00025227245901627833,0.00014540074045656353,3.8991899242386845,4.070701968418029,3.7412887906720207
115,0.2,6.0,0.00017205781142463867,3.9725470090420414,0.0001713913725782193,0.00021816179730068538,0.00012239848241338752,3.9818110369621498,4.180032815428049,3.823242999597981
116,0.2,8.0,0.00015676378374244857,4.029921555312728,0.00015554287035510344,0.00020286732079546546,0.00011086130152222411,4.042618228512083,4.248890152570178,3.8653861246043655
117,0.2,10.0,0.00032499808824653975,3.580567192837549,0.0003263114199341743,0.00040139149141572926,0.0002562092013140684,3.582077802730113,3.7261719254125554,3.452970308641925
118,0.2,12.0,0.0003899977058958477,3.4681967013101795,0.00038778902733396483,0.00046256355592593006,0.0003136281771838463,3.474796469995461,3.6013945735609143,3.3645076103913443
119,0.2,14.0,0.0005658790242410339,3.238773851508199,0.000565121950795604,0.0006577829474432951,0.0004778314866493798,3.2418502325202643,3.3429775907237094,3.1447111649449977
120,0.2,16.0,0.0014911676990135353,2.641589162846774,0.001493676717493991,0.001651782304750654,0.0013421159720925489,2.6415221796738755,2.7081993376892557,2.5788477320247667
121,0.2,18.0,0.0026879253651449107,2.2784404730559316,0.0026844029153797475,0.002875364057977417,0.002492821669088063,2.279833813223393,2.326213787590237,2.2353576789016665
122,0.2,20.0,0.003639978588361245,2.0915637884719622,0.003641794488835522,0.0038659033268530407,0.0034166205401024493,2.09175118895272,2.1316937773499074,2.052761245408318
123,0.2,22.0,0.0051655578496597075,1.875826056956949,0.005168207822532347,0.005431099241170409,0.004888997770570826,1.87589398329705,1.911175048256321,1.8450237762549981
124,0.2,24.0,0.007260839642119752,1.6659760958959398,0.007261381166359071,0.00759022858922399,0.006950508505891988,1.6662632458529596,1.6945500381034266,1.638366317902546
125,0.2,26.0,0.009864647855012617,1.4770939774925238,0.009859732703581809,0.010257609233308802,0.0094932984001079,1.477683892433507,1.5009374482797035,1.452100258908074
126,0.2,28.0,0.012353750860289057,1.3384180132692038,0.012360615733762187,0.012791460036441698,0.011947406686342884,1.338331425024659,1.3606939267394302,1.3163817019129098
127,0.2,30.0,0.014399327062781984,1.2439826490672368,0.014415909298313326,0.014886200061952532,0.013937008184174225,1.2435211275534603,1.2658916405491594,1.2218928815978325
128,0.2,32.0,0.01460579643649155,1.2352079443085673,0.014606015091514234,0.015071766780298193,0.01412636276082507,1.2354445981403033,1.257125201660818,1.2148262664545741
129,0.2,34.0,0.014269327827483368,1.2495722488497405,0.01428101597529226,0.014761075876665121,0.013824015126560353,1.2493138651090048,1.2692710795473903,1.2279897718996637
130,0.2,36.0,0.008912594631796283,1.5396467029935383,0.008914614921489632,0.009271147036014532,0.008559022770939746,1.5397960587445974,1.5655991940984746,1.5148838626063932
131,0.2,38.0,0.006947312074634855,1.693181357697418,0.006949529450588518,0.007265226166335167,0.006627787380455845,1.693316917460647,1.7244397408502017,1.6641961284313815
132,0.2,40.0,0.008178481303051158,1.5926258864750666,0.00816800321861185,0.008474181925952902,0.00783982147687439,1.59371048922066,1.6195700021481867,1.569504129495297
133,0.2,42.0,0.010889347709719355,1.4161834325258598,0.010892449253191817,0.01127886980662592,0.010490969634488801,1.4162786192807788,1.4401338388365534,1.3935484595229262
134,0.2,44.0,0.007968188422421045,1.6086808905795835,0.007968260459381498,0.008316747235569305,0.007609578971473405,1.6089917067748183,1.638573750818133,1.581669586425701
135,0.2,46.0,0.00618261069052535,1.7650543506363858,0.006179399633386616,0.006473541306316987,0.0058506333311331565,1.7657363382322224,1.8015895349622968,1.7360256813107646
136,0.2,48.0,0.004962911982870689,1.9004919092634434,0.004964680896485433,0.005223537288368267,0.004710789529796268,1.9006573292405888,1.9330408292015273,1.8680211720997622
137,0.2,50.0,0.004779383650684408,1.923715932197934,0.004773532234118553,0.005025927501159474,0.004514204805257911,1.9248852630196194,1.9605508897419697,1.8912658181109776
138,0.2,52.0,0.004802324692207693,1.9207646192083945,0.0048059849176701145,0.005082942375076626,0.00452181611185216,1.920718398351955,1.958894370205891,1.8831909009821874
139,0.2,54.0,0.004431444520914583,1.970301945702046,0.004429763140883203,0.004695572153962184,0.004184952730544271,1.9709536900006033,2.005300241234097,1.9340381493125063
140,0.2,56.0,0.004607325839259769,1.9463130952412682,0.004609239509955769,0.004864678900213622,0.004357735637524164,1.9464818849283165,1.9816373812943193,1.912125050354661
141,0.2,58.0,0.004473503097040606,1.9644799660711096,0.004472452307655593,0.004726693173126855,0.0042094334617165385,1.9650405989069155,2.0034302840175493,1.930593867299643
142,0.2,60.0,0.004209681119522826,2.001943600141512,0.004211877266369896,0.004458693078437147,0.003968304769608559,2.0020562140934577,2.040369716152083,1.964982463595657
143,0.2,62.0,0.004320562820218705,1.9859197400154698,0.004322594710535191,0.004564204492422084,0.004067175315537811,1.9860516663995287,2.0229342134784605,1.9511942423089983
144,0.2,64.0,0.004519385180087176,1.9581908160755095,0.0045117374077257985,0.004771972712149442,0.004245975888339766,1.9596543724795301,1.995520178725148,1.9238067231952356
145,0.2,66.0,0.004397032958629655,1.9751066319351729,0.004397247012313905,0.00465972394582923,0.00415014738791308,1.9754983922958018,2.0116921283694267,1.9386927948981845
146,0.2,68.0,0.004312915806377609,1.9870115584615156,0.004319607803475249,0.004569983142051228,0.004083822367104224,1.9864803661510184,2.0210574780317714,1.951080268927931
147,0.2,70.0,0.004527032193928271,1.9571488355202868,0.004519149892533545,0.004778370132524502,0.0042631794015124255,1.9586436801602454,1.99708632845219,1.9241708043553245
148,0.2,72.0,0.004370268410185822,1.9788696784800224,0.004373055812939713,0.004621314535063818,0.0041140301331692945,1.9789091250244084,2.016280829070768,1.9435084999848269
149,0.2,74.0,0.004377915424026917,1.9777921758426205,0.004374347950887931,0.004628888603314211,0.00411988412925947,1.9787200672438692,2.0159660823542382,1.9433134817994244
